"","Date","hour","temperature","Year","month","day","Day Of Week","Weekday","PeakHour"
"1",2014-12-01,0,51.98,2014,12,1,0,1,0
"2",2014-12-01,1,51.98,2014,12,1,0,1,0
"3",2014-12-01,2,51.08,2014,12,1,0,1,0
"4",2014-12-01,3,51.08,2014,12,1,0,1,0
"5",2014-12-01,4,51.08,2014,12,1,0,1,0
"6",2014-12-01,5,51.08,2014,12,1,0,1,0
"7",2014-12-01,6,50,2014,12,1,0,1,0
"8",2014-12-01,7,53.06,2014,12,1,0,1,1
"9",2014-12-01,8,55.94,2014,12,1,0,1,1
"10",2014-12-01,9,60.08,2014,12,1,0,1,1
"11",2014-12-01,10,60.08,2014,12,1,0,1,1
"12",2014-12-01,11,62.06,2014,12,1,0,1,1
"13",2014-12-01,12,62.96,2014,12,1,0,1,1
"14",2014-12-01,13,60.98,2014,12,1,0,1,1
"15",2014-12-01,14,57.92,2014,12,1,0,1,1
"16",2014-12-01,15,55.04,2014,12,1,0,1,1
"17",2014-12-01,16,53.06,2014,12,1,0,1,1
"18",2014-12-01,17,51.08,2014,12,1,0,1,1
"19",2014-12-01,18,48.92,2014,12,1,0,1,1
"20",2014-12-01,19,48.02,2014,12,1,0,1,1
"21",2014-12-01,20,46.94,2014,12,1,0,1,0
"22",2014-12-01,21,42.98,2014,12,1,0,1,0
"23",2014-12-01,22,41,2014,12,1,0,1,0
"24",2014-12-01,23,39.02,2014,12,1,0,1,0
"25",2014-12-02,0,37.94,2014,12,2,1,1,0
"26",2014-12-02,1,37.04,2014,12,2,1,1,0
"27",2014-12-02,2,35.96,2014,12,2,1,1,0
"28",2014-12-02,3,35.06,2014,12,2,1,1,0
"29",2014-12-02,4,35.06,2014,12,2,1,1,0
"30",2014-12-02,5,33.98,2014,12,2,1,1,0
"31",2014-12-02,6,33.98,2014,12,2,1,1,0
"32",2014-12-02,7,33.08,2014,12,2,1,1,1
"33",2014-12-02,8,33.08,2014,12,2,1,1,1
"34",2014-12-02,9,33.98,2014,12,2,1,1,1
"35",2014-12-02,10,35.06,2014,12,2,1,1,1
"36",2014-12-02,11,37.04,2014,12,2,1,1,1
"37",2014-12-02,12,37.04,2014,12,2,1,1,1
"38",2014-12-02,13,37.04,2014,12,2,1,1,1
"39",2014-12-02,14,37.04,2014,12,2,1,1,1
"40",2014-12-02,15,37.22,2014,12,2,1,1,1
"41",2014-12-02,16,35.96,2014,12,2,1,1,1
"42",2014-12-02,17,35.96,2014,12,2,1,1,1
"43",2014-12-02,18,36.68,2014,12,2,1,1,1
"44",2014-12-02,19,37.04,2014,12,2,1,1,1
"45",2014-12-02,20,37.67,2014,12,2,1,1,0
"46",2014-12-02,21,39.02,2014,12,2,1,1,0
"47",2014-12-02,22,39.32,2014,12,2,1,1,0
"48",2014-12-02,23,41,2014,12,2,1,1,0
"49",2014-12-03,0,42.89,2014,12,3,2,1,0
"50",2014-12-03,1,43.82,2014,12,3,2,1,0
"51",2014-12-03,2,44.96,2014,12,3,2,1,0
"52",2014-12-03,3,44.78,2014,12,3,2,1,0
"53",2014-12-03,4,45.14,2014,12,3,2,1,0
"54",2014-12-03,5,45.23,2014,12,3,2,1,0
"55",2014-12-03,6,37.58,2014,12,3,2,1,0
"56",2014-12-03,7,37.22,2014,12,3,2,1,1
"57",2014-12-03,8,37.94,2014,12,3,2,1,1
"58",2014-12-03,9,39.02,2014,12,3,2,1,1
"59",2014-12-03,10,40.1,2014,12,3,2,1,1
"60",2014-12-03,11,44.06,2014,12,3,2,1,1
"61",2014-12-03,12,46.31,2014,12,3,2,1,1
"62",2014-12-03,13,50,2014,12,3,2,1,1
"63",2014-12-03,14,51.08,2014,12,3,2,1,1
"64",2014-12-03,15,51.44,2014,12,3,2,1,1
"65",2014-12-03,16,50,2014,12,3,2,1,1
"66",2014-12-03,17,50,2014,12,3,2,1,1
"67",2014-12-03,18,50,2014,12,3,2,1,1
"68",2014-12-03,19,49.46,2014,12,3,2,1,1
"69",2014-12-03,20,48.02,2014,12,3,2,1,0
"70",2014-12-03,21,42.98,2014,12,3,2,1,0
"71",2014-12-03,22,42.08,2014,12,3,2,1,0
"72",2014-12-03,23,39.92,2014,12,3,2,1,0
"73",2014-12-04,0,39.02,2014,12,4,3,1,0
"74",2014-12-04,1,37.94,2014,12,4,3,1,0
"75",2014-12-04,2,37.94,2014,12,4,3,1,0
"76",2014-12-04,3,37.04,2014,12,4,3,1,0
"77",2014-12-04,4,37.04,2014,12,4,3,1,0
"78",2014-12-04,5,33.98,2014,12,4,3,1,0
"79",2014-12-04,6,33.98,2014,12,4,3,1,0
"80",2014-12-04,7,35.06,2014,12,4,3,1,1
"81",2014-12-04,8,37.94,2014,12,4,3,1,1
"82",2014-12-04,9,39.92,2014,12,4,3,1,1
"83",2014-12-04,10,41,2014,12,4,3,1,1
"84",2014-12-04,11,42.08,2014,12,4,3,1,1
"85",2014-12-04,12,42.98,2014,12,4,3,1,1
"86",2014-12-04,13,42.98,2014,12,4,3,1,1
"87",2014-12-04,14,42.08,2014,12,4,3,1,1
"88",2014-12-04,15,39.92,2014,12,4,3,1,1
"89",2014-12-04,16,37.04,2014,12,4,3,1,1
"90",2014-12-04,17,35.96,2014,12,4,3,1,1
"91",2014-12-04,18,33.98,2014,12,4,3,1,1
"92",2014-12-04,19,33.08,2014,12,4,3,1,1
"93",2014-12-04,20,32,2014,12,4,3,1,0
"94",2014-12-04,21,30.92,2014,12,4,3,1,0
"95",2014-12-04,22,30.02,2014,12,4,3,1,0
"96",2014-12-04,23,30.02,2014,12,4,3,1,0
"97",2014-12-05,0,28.94,2014,12,5,4,1,0
"98",2014-12-05,1,28.04,2014,12,5,4,1,0
"99",2014-12-05,2,28.04,2014,12,5,4,1,0
"100",2014-12-05,3,26.96,2014,12,5,4,1,0
"101",2014-12-05,4,26.96,2014,12,5,4,1,0
"102",2014-12-05,5,26.96,2014,12,5,4,1,0
"103",2014-12-05,6,26.06,2014,12,5,4,1,0
"104",2014-12-05,7,26.96,2014,12,5,4,1,1
"105",2014-12-05,8,30.02,2014,12,5,4,1,1
"106",2014-12-05,9,32,2014,12,5,4,1,1
"107",2014-12-05,10,35.96,2014,12,5,4,1,1
"108",2014-12-05,11,37.94,2014,12,5,4,1,1
"109",2014-12-05,12,42.08,2014,12,5,4,1,1
"110",2014-12-05,13,42.08,2014,12,5,4,1,1
"111",2014-12-05,14,41,2014,12,5,4,1,1
"112",2014-12-05,15,39.92,2014,12,5,4,1,1
"113",2014-12-05,16,39.92,2014,12,5,4,1,1
"114",2014-12-05,17,39.92,2014,12,5,4,1,1
"115",2014-12-05,18,41,2014,12,5,4,1,1
"116",2014-12-05,19,41,2014,12,5,4,1,1
"117",2014-12-05,20,41,2014,12,5,4,1,0
"118",2014-12-05,21,41,2014,12,5,4,1,0
"119",2014-12-05,22,39.92,2014,12,5,4,1,0
"120",2014-12-05,23,39.56,2014,12,5,4,1,0
"121",2014-12-06,0,39.74,2014,12,6,5,0,0
"122",2014-12-06,1,40.1,2014,12,6,5,0,0
"123",2014-12-06,2,42.08,2014,12,6,5,0,0
"124",2014-12-06,3,42.86,2014,12,6,5,0,0
"125",2014-12-06,4,44.42,2014,12,6,5,0,0
"126",2014-12-06,5,44.78,2014,12,6,5,0,0
"127",2014-12-06,6,44.78,2014,12,6,5,0,0
"128",2014-12-06,7,44.72,2014,12,6,5,0,1
"129",2014-12-06,8,41,2014,12,6,5,0,1
"130",2014-12-06,9,39.14,2014,12,6,5,0,1
"131",2014-12-06,10,37.94,2014,12,6,5,0,1
"132",2014-12-06,11,39.02,2014,12,6,5,0,1
"133",2014-12-06,12,39.02,2014,12,6,5,0,1
"134",2014-12-06,13,39.56,2014,12,6,5,0,1
"135",2014-12-06,14,39.92,2014,12,6,5,0,1
"136",2014-12-06,15,41,2014,12,6,5,0,1
"137",2014-12-06,16,41,2014,12,6,5,0,1
"138",2014-12-06,17,41,2014,12,6,5,0,1
"139",2014-12-06,18,39.02,2014,12,6,5,0,1
"140",2014-12-06,19,39.02,2014,12,6,5,0,1
"141",2014-12-06,20,39.02,2014,12,6,5,0,0
"142",2014-12-06,21,39.02,2014,12,6,5,0,0
"143",2014-12-06,22,37.94,2014,12,6,5,0,0
"144",2014-12-06,23,37.94,2014,12,6,5,0,0
"145",2014-12-07,0,37.22,2014,12,7,6,0,0
"146",2014-12-07,1,35.78,2014,12,7,6,0,0
"147",2014-12-07,2,37.22,2014,12,7,6,0,0
"148",2014-12-07,3,37.22,2014,12,7,6,0,0
"149",2014-12-07,4,35.96,2014,12,7,6,0,0
"150",2014-12-07,5,35.06,2014,12,7,6,0,0
"151",2014-12-07,6,33.89,2014,12,7,6,0,0
"152",2014-12-07,7,33.98,2014,12,7,6,0,1
"153",2014-12-07,8,33.98,2014,12,7,6,0,1
"154",2014-12-07,9,33.98,2014,12,7,6,0,1
"155",2014-12-07,10,33.98,2014,12,7,6,0,1
"156",2014-12-07,11,33.98,2014,12,7,6,0,1
"157",2014-12-07,12,33.98,2014,12,7,6,0,1
"158",2014-12-07,13,35.96,2014,12,7,6,0,1
"159",2014-12-07,14,37.04,2014,12,7,6,0,1
"160",2014-12-07,15,35.96,2014,12,7,6,0,1
"161",2014-12-07,16,32,2014,12,7,6,0,1
"162",2014-12-07,17,30.02,2014,12,7,6,0,1
"163",2014-12-07,18,28.04,2014,12,7,6,0,1
"164",2014-12-07,19,26.06,2014,12,7,6,0,1
"165",2014-12-07,20,24.08,2014,12,7,6,0,0
"166",2014-12-07,21,23,2014,12,7,6,0,0
"167",2014-12-07,22,21.92,2014,12,7,6,0,0
"168",2014-12-07,23,21.02,2014,12,7,6,0,0
"169",2014-12-08,0,19.67,2014,12,8,0,1,0
"170",2014-12-08,1,19.94,2014,12,8,0,1,0
"171",2014-12-08,2,19.04,2014,12,8,0,1,0
"172",2014-12-08,3,19.04,2014,12,8,0,1,0
"173",2014-12-08,4,19.04,2014,12,8,0,1,0
"174",2014-12-08,5,17.96,2014,12,8,0,1,0
"175",2014-12-08,6,19.04,2014,12,8,0,1,0
"176",2014-12-08,7,19.04,2014,12,8,0,1,1
"177",2014-12-08,8,19.94,2014,12,8,0,1,1
"178",2014-12-08,9,21.02,2014,12,8,0,1,1
"179",2014-12-08,10,21.02,2014,12,8,0,1,1
"180",2014-12-08,11,21.92,2014,12,8,0,1,1
"181",2014-12-08,12,23,2014,12,8,0,1,1
"182",2014-12-08,13,24.08,2014,12,8,0,1,1
"183",2014-12-08,14,24.08,2014,12,8,0,1,1
"184",2014-12-08,15,24.89,2014,12,8,0,1,1
"185",2014-12-08,16,24.98,2014,12,8,0,1,1
"186",2014-12-08,17,26.06,2014,12,8,0,1,1
"187",2014-12-08,18,26.06,2014,12,8,0,1,1
"188",2014-12-08,19,26.33,2014,12,8,0,1,1
"189",2014-12-08,20,25.79,2014,12,8,0,1,0
"190",2014-12-08,21,24.89,2014,12,8,0,1,0
"191",2014-12-08,22,25.43,2014,12,8,0,1,0
"192",2014-12-08,23,27.635,2014,12,8,0,1,0
"193",2014-12-09,0,30.32,2014,12,9,1,1,0
"194",2014-12-09,1,32.66,2014,12,9,1,1,0
"195",2014-12-09,2,39.2,2014,12,9,1,1,0
"196",2014-12-09,3,42.08,2014,12,9,1,1,0
"197",2014-12-09,4,37.04,2014,12,9,1,1,0
"198",2014-12-09,5,37.4,2014,12,9,1,1,0
"199",2014-12-09,6,42.89,2014,12,9,1,1,0
"200",2014-12-09,7,42.98,2014,12,9,1,1,1
"201",2014-12-09,8,44.06,2014,12,9,1,1,1
"202",2014-12-09,9,44.96,2014,12,9,1,1,1
"203",2014-12-09,10,44.78,2014,12,9,1,1,1
"204",2014-12-09,11,44.96,2014,12,9,1,1,1
"205",2014-12-09,12,46.28,2014,12,9,1,1,1
"206",2014-12-09,13,46.94,2014,12,9,1,1,1
"207",2014-12-09,14,46.94,2014,12,9,1,1,1
"208",2014-12-09,15,46.58,2014,12,9,1,1,1
"209",2014-12-09,16,48.02,2014,12,9,1,1,1
"210",2014-12-09,17,48.14,2014,12,9,1,1,1
"211",2014-12-09,18,48.44,2014,12,9,1,1,1
"212",2014-12-09,19,48.92,2014,12,9,1,1,1
"213",2014-12-09,20,48.56,2014,12,9,1,1,0
"214",2014-12-09,21,48.92,2014,12,9,1,1,0
"215",2014-12-09,22,48.92,2014,12,9,1,1,0
"216",2014-12-09,23,48.92,2014,12,9,1,1,0
"217",2014-12-10,0,46.04,2014,12,10,2,1,0
"218",2014-12-10,1,44.96,2014,12,10,2,1,0
"219",2014-12-10,2,42.98,2014,12,10,2,1,0
"220",2014-12-10,3,42.08,2014,12,10,2,1,0
"221",2014-12-10,4,42.08,2014,12,10,2,1,0
"222",2014-12-10,5,42.2,2014,12,10,2,1,0
"223",2014-12-10,6,41,2014,12,10,2,1,0
"224",2014-12-10,7,41.9,2014,12,10,2,1,1
"225",2014-12-10,8,41,2014,12,10,2,1,1
"226",2014-12-10,9,41,2014,12,10,2,1,1
"227",2014-12-10,10,41.36,2014,12,10,2,1,1
"228",2014-12-10,11,42.56,2014,12,10,2,1,1
"229",2014-12-10,12,42.44,2014,12,10,2,1,1
"230",2014-12-10,13,42.56,2014,12,10,2,1,1
"231",2014-12-10,14,41,2014,12,10,2,1,1
"232",2014-12-10,15,39.92,2014,12,10,2,1,1
"233",2014-12-10,16,39.92,2014,12,10,2,1,1
"234",2014-12-10,17,39.11,2014,12,10,2,1,1
"235",2014-12-10,18,39.11,2014,12,10,2,1,1
"236",2014-12-10,19,39.02,2014,12,10,2,1,1
"237",2014-12-10,20,39.14,2014,12,10,2,1,0
"238",2014-12-10,21,37.94,2014,12,10,2,1,0
"239",2014-12-10,22,39.02,2014,12,10,2,1,0
"240",2014-12-10,23,39.02,2014,12,10,2,1,0
"241",2014-12-11,0,39.14,2014,12,11,3,1,0
"242",2014-12-11,1,39.155,2014,12,11,3,1,0
"243",2014-12-11,2,37.94,2014,12,11,3,1,0
"244",2014-12-11,3,37.94,2014,12,11,3,1,0
"245",2014-12-11,4,37.04,2014,12,11,3,1,0
"246",2014-12-11,5,35.96,2014,12,11,3,1,0
"247",2014-12-11,6,35.06,2014,12,11,3,1,0
"248",2014-12-11,7,35.33,2014,12,11,3,1,1
"249",2014-12-11,8,35.33,2014,12,11,3,1,1
"250",2014-12-11,9,34.43,2014,12,11,3,1,1
"251",2014-12-11,10,33.98,2014,12,11,3,1,1
"252",2014-12-11,11,33.89,2014,12,11,3,1,1
"253",2014-12-11,12,33.656,2014,12,11,3,1,1
"254",2014-12-11,13,33.86,2014,12,11,3,1,1
"255",2014-12-11,14,33.86,2014,12,11,3,1,1
"256",2014-12-11,15,33.98,2014,12,11,3,1,1
"257",2014-12-11,16,33.89,2014,12,11,3,1,1
"258",2014-12-11,17,33.98,2014,12,11,3,1,1
"259",2014-12-11,18,33.08,2014,12,11,3,1,1
"260",2014-12-11,19,33.08,2014,12,11,3,1,1
"261",2014-12-11,20,32,2014,12,11,3,1,0
"262",2014-12-11,21,32,2014,12,11,3,1,0
"263",2014-12-11,22,32,2014,12,11,3,1,0
"264",2014-12-11,23,32,2014,12,11,3,1,0
"265",2014-12-12,0,32,2014,12,12,4,1,0
"266",2014-12-12,1,30.92,2014,12,12,4,1,0
"267",2014-12-12,2,30.92,2014,12,12,4,1,0
"268",2014-12-12,3,30.92,2014,12,12,4,1,0
"269",2014-12-12,4,30.92,2014,12,12,4,1,0
"270",2014-12-12,5,32,2014,12,12,4,1,0
"271",2014-12-12,6,32,2014,12,12,4,1,0
"272",2014-12-12,7,32,2014,12,12,4,1,1
"273",2014-12-12,8,33.98,2014,12,12,4,1,1
"274",2014-12-12,9,35.06,2014,12,12,4,1,1
"275",2014-12-12,10,36.32,2014,12,12,4,1,1
"276",2014-12-12,11,35.96,2014,12,12,4,1,1
"277",2014-12-12,12,37.04,2014,12,12,4,1,1
"278",2014-12-12,13,37.67,2014,12,12,4,1,1
"279",2014-12-12,14,37.94,2014,12,12,4,1,1
"280",2014-12-12,15,37.94,2014,12,12,4,1,1
"281",2014-12-12,16,37.04,2014,12,12,4,1,1
"282",2014-12-12,17,35.96,2014,12,12,4,1,1
"283",2014-12-12,18,36.68,2014,12,12,4,1,1
"284",2014-12-12,19,35.33,2014,12,12,4,1,1
"285",2014-12-12,20,33.98,2014,12,12,4,1,0
"286",2014-12-12,21,33.98,2014,12,12,4,1,0
"287",2014-12-12,22,33.98,2014,12,12,4,1,0
"288",2014-12-12,23,33.08,2014,12,12,4,1,0
"289",2014-12-13,0,33.08,2014,12,13,5,0,0
"290",2014-12-13,1,33.08,2014,12,13,5,0,0
"291",2014-12-13,2,33.08,2014,12,13,5,0,0
"292",2014-12-13,3,32,2014,12,13,5,0,0
"293",2014-12-13,4,32,2014,12,13,5,0,0
"294",2014-12-13,5,32,2014,12,13,5,0,0
"295",2014-12-13,6,32,2014,12,13,5,0,0
"296",2014-12-13,7,33.08,2014,12,13,5,0,1
"297",2014-12-13,8,33.8,2014,12,13,5,0,1
"298",2014-12-13,9,35.06,2014,12,13,5,0,1
"299",2014-12-13,10,35.96,2014,12,13,5,0,1
"300",2014-12-13,11,37.94,2014,12,13,5,0,1
"301",2014-12-13,12,39.92,2014,12,13,5,0,1
"302",2014-12-13,13,41,2014,12,13,5,0,1
"303",2014-12-13,14,41,2014,12,13,5,0,1
"304",2014-12-13,15,39.92,2014,12,13,5,0,1
"305",2014-12-13,16,39.02,2014,12,13,5,0,1
"306",2014-12-13,17,39.02,2014,12,13,5,0,1
"307",2014-12-13,18,37.94,2014,12,13,5,0,1
"308",2014-12-13,19,37.04,2014,12,13,5,0,1
"309",2014-12-13,20,35.96,2014,12,13,5,0,0
"310",2014-12-13,21,33.98,2014,12,13,5,0,0
"311",2014-12-13,22,33.98,2014,12,13,5,0,0
"312",2014-12-13,23,33.08,2014,12,13,5,0,0
"313",2014-12-14,0,33.98,2014,12,14,6,0,0
"314",2014-12-14,1,33.98,2014,12,14,6,0,0
"315",2014-12-14,2,33.98,2014,12,14,6,0,0
"316",2014-12-14,3,33.98,2014,12,14,6,0,0
"317",2014-12-14,4,33.08,2014,12,14,6,0,0
"318",2014-12-14,5,33.98,2014,12,14,6,0,0
"319",2014-12-14,6,33.98,2014,12,14,6,0,0
"320",2014-12-14,7,33.98,2014,12,14,6,0,1
"321",2014-12-14,8,35.42,2014,12,14,6,0,1
"322",2014-12-14,9,37.04,2014,12,14,6,0,1
"323",2014-12-14,10,39.02,2014,12,14,6,0,1
"324",2014-12-14,11,41,2014,12,14,6,0,1
"325",2014-12-14,12,42.98,2014,12,14,6,0,1
"326",2014-12-14,13,44.06,2014,12,14,6,0,1
"327",2014-12-14,14,44.06,2014,12,14,6,0,1
"328",2014-12-14,15,42.98,2014,12,14,6,0,1
"329",2014-12-14,16,41,2014,12,14,6,0,1
"330",2014-12-14,17,39.92,2014,12,14,6,0,1
"331",2014-12-14,18,37.94,2014,12,14,6,0,1
"332",2014-12-14,19,37.04,2014,12,14,6,0,1
"333",2014-12-14,20,35.06,2014,12,14,6,0,0
"334",2014-12-14,21,35.06,2014,12,14,6,0,0
"335",2014-12-14,22,33.98,2014,12,14,6,0,0
"336",2014-12-14,23,33.98,2014,12,14,6,0,0
"337",2014-12-15,0,33.98,2014,12,15,0,1,0
"338",2014-12-15,1,33.08,2014,12,15,0,1,0
"339",2014-12-15,2,33.08,2014,12,15,0,1,0
"340",2014-12-15,3,33.08,2014,12,15,0,1,0
"341",2014-12-15,4,33.08,2014,12,15,0,1,0
"342",2014-12-15,5,33.08,2014,12,15,0,1,0
"343",2014-12-15,6,32,2014,12,15,0,1,0
"344",2014-12-15,7,33.98,2014,12,15,0,1,1
"345",2014-12-15,8,35.06,2014,12,15,0,1,1
"346",2014-12-15,9,37.04,2014,12,15,0,1,1
"347",2014-12-15,10,39.02,2014,12,15,0,1,1
"348",2014-12-15,11,41,2014,12,15,0,1,1
"349",2014-12-15,12,39.92,2014,12,15,0,1,1
"350",2014-12-15,13,39.92,2014,12,15,0,1,1
"351",2014-12-15,14,39.02,2014,12,15,0,1,1
"352",2014-12-15,15,37.94,2014,12,15,0,1,1
"353",2014-12-15,16,37.04,2014,12,15,0,1,1
"354",2014-12-15,17,39.02,2014,12,15,0,1,1
"355",2014-12-15,18,37.04,2014,12,15,0,1,1
"356",2014-12-15,19,37.94,2014,12,15,0,1,1
"357",2014-12-15,20,35.96,2014,12,15,0,1,0
"358",2014-12-15,21,35.96,2014,12,15,0,1,0
"359",2014-12-15,22,36.32,2014,12,15,0,1,0
"360",2014-12-15,23,37.94,2014,12,15,0,1,0
"361",2014-12-16,0,35.96,2014,12,16,1,1,0
"362",2014-12-16,1,35.06,2014,12,16,1,1,0
"363",2014-12-16,2,35.06,2014,12,16,1,1,0
"364",2014-12-16,3,35.06,2014,12,16,1,1,0
"365",2014-12-16,4,35.96,2014,12,16,1,1,0
"366",2014-12-16,5,37.04,2014,12,16,1,1,0
"367",2014-12-16,6,37.94,2014,12,16,1,1,0
"368",2014-12-16,7,39.02,2014,12,16,1,1,1
"369",2014-12-16,8,39.02,2014,12,16,1,1,1
"370",2014-12-16,9,39.92,2014,12,16,1,1,1
"371",2014-12-16,10,41,2014,12,16,1,1,1
"372",2014-12-16,11,39.92,2014,12,16,1,1,1
"373",2014-12-16,12,39.92,2014,12,16,1,1,1
"374",2014-12-16,13,39.92,2014,12,16,1,1,1
"375",2014-12-16,14,39.92,2014,12,16,1,1,1
