"","X","Date","hour","temperature","Year","month","day","Day.Of.Week","Weekday","PeakHour","kWh"
"1",1,"2014-12-01",0,51.98,2014,12,1,0,1,0,75.8750862782893
"2",2,"2014-12-01",1,51.98,2014,12,1,0,1,0,75.8750862782893
"3",3,"2014-12-01",2,51.08,2014,12,1,0,1,0,75.8750862782893
"4",4,"2014-12-01",3,51.08,2014,12,1,0,1,0,75.8750862782893
"5",5,"2014-12-01",4,51.08,2014,12,1,0,1,0,75.8750862782893
"6",6,"2014-12-01",5,51.08,2014,12,1,0,1,0,75.8750862782893
"7",7,"2014-12-01",6,50,2014,12,1,0,1,0,75.8750862782893
"8",8,"2014-12-01",7,53.06,2014,12,1,0,1,1,122.301742804286
"9",9,"2014-12-01",8,55.94,2014,12,1,0,1,1,122.301742804286
"10",10,"2014-12-01",9,60.08,2014,12,1,0,1,1,122.301742804286
"11",11,"2014-12-01",10,60.08,2014,12,1,0,1,1,122.301742804286
"12",12,"2014-12-01",11,62.06,2014,12,1,0,1,1,122.301742804286
"13",13,"2014-12-01",12,62.96,2014,12,1,0,1,1,122.301742804286
"14",14,"2014-12-01",13,60.98,2014,12,1,0,1,1,122.301742804286
"15",15,"2014-12-01",14,57.92,2014,12,1,0,1,1,122.301742804286
"16",16,"2014-12-01",15,55.04,2014,12,1,0,1,1,129.839707175694
"17",17,"2014-12-01",16,53.06,2014,12,1,0,1,1,129.839707175694
"18",18,"2014-12-01",17,51.08,2014,12,1,0,1,1,129.839707175694
"19",19,"2014-12-01",18,48.92,2014,12,1,0,1,1,129.839707175694
"20",20,"2014-12-01",19,48.02,2014,12,1,0,1,1,129.839707175694
"21",21,"2014-12-01",20,46.94,2014,12,1,0,1,0,75.8750862782893
"22",22,"2014-12-01",21,42.98,2014,12,1,0,1,0,75.8750862782893
"23",23,"2014-12-01",22,41,2014,12,1,0,1,0,75.8750862782893
"24",24,"2014-12-01",23,39.02,2014,12,1,0,1,0,75.8750862782893
"25",25,"2014-12-02",0,37.94,2014,12,2,1,1,0,75.8750862782893
"26",26,"2014-12-02",1,37.04,2014,12,2,1,1,0,75.8750862782893
"27",27,"2014-12-02",2,35.96,2014,12,2,1,1,0,75.8750862782893
"28",28,"2014-12-02",3,35.06,2014,12,2,1,1,0,75.8750862782893
"29",29,"2014-12-02",4,35.06,2014,12,2,1,1,0,75.8750862782893
"30",30,"2014-12-02",5,33.98,2014,12,2,1,1,0,75.8750862782893
"31",31,"2014-12-02",6,33.98,2014,12,2,1,1,0,75.8750862782893
"32",32,"2014-12-02",7,33.08,2014,12,2,1,1,1,122.301742804286
"33",33,"2014-12-02",8,33.08,2014,12,2,1,1,1,122.301742804286
"34",34,"2014-12-02",9,33.98,2014,12,2,1,1,1,122.301742804286
"35",35,"2014-12-02",10,35.06,2014,12,2,1,1,1,122.301742804286
"36",36,"2014-12-02",11,37.04,2014,12,2,1,1,1,122.301742804286
"37",37,"2014-12-02",12,37.04,2014,12,2,1,1,1,122.301742804286
"38",38,"2014-12-02",13,37.04,2014,12,2,1,1,1,122.301742804286
"39",39,"2014-12-02",14,37.04,2014,12,2,1,1,1,122.301742804286
"40",40,"2014-12-02",15,37.22,2014,12,2,1,1,1,129.839707175694
"41",41,"2014-12-02",16,35.96,2014,12,2,1,1,1,129.839707175694
"42",42,"2014-12-02",17,35.96,2014,12,2,1,1,1,129.839707175694
"43",43,"2014-12-02",18,36.68,2014,12,2,1,1,1,129.839707175694
"44",44,"2014-12-02",19,37.04,2014,12,2,1,1,1,129.839707175694
"45",45,"2014-12-02",20,37.67,2014,12,2,1,1,0,75.8750862782893
"46",46,"2014-12-02",21,39.02,2014,12,2,1,1,0,75.8750862782893
"47",47,"2014-12-02",22,39.32,2014,12,2,1,1,0,75.8750862782893
"48",48,"2014-12-02",23,41,2014,12,2,1,1,0,75.8750862782893
"49",49,"2014-12-03",0,42.89,2014,12,3,2,1,0,75.8750862782893
"50",50,"2014-12-03",1,43.82,2014,12,3,2,1,0,75.8750862782893
"51",51,"2014-12-03",2,44.96,2014,12,3,2,1,0,75.8750862782893
"52",52,"2014-12-03",3,44.78,2014,12,3,2,1,0,75.8750862782893
"53",53,"2014-12-03",4,45.14,2014,12,3,2,1,0,75.8750862782893
"54",54,"2014-12-03",5,45.23,2014,12,3,2,1,0,75.8750862782893
"55",55,"2014-12-03",6,37.58,2014,12,3,2,1,0,75.8750862782893
"56",56,"2014-12-03",7,37.22,2014,12,3,2,1,1,122.301742804286
"57",57,"2014-12-03",8,37.94,2014,12,3,2,1,1,122.301742804286
"58",58,"2014-12-03",9,39.02,2014,12,3,2,1,1,122.301742804286
"59",59,"2014-12-03",10,40.1,2014,12,3,2,1,1,122.301742804286
"60",60,"2014-12-03",11,44.06,2014,12,3,2,1,1,122.301742804286
"61",61,"2014-12-03",12,46.31,2014,12,3,2,1,1,122.301742804286
"62",62,"2014-12-03",13,50,2014,12,3,2,1,1,122.301742804286
"63",63,"2014-12-03",14,51.08,2014,12,3,2,1,1,122.301742804286
"64",64,"2014-12-03",15,51.44,2014,12,3,2,1,1,129.839707175694
"65",65,"2014-12-03",16,50,2014,12,3,2,1,1,129.839707175694
"66",66,"2014-12-03",17,50,2014,12,3,2,1,1,129.839707175694
"67",67,"2014-12-03",18,50,2014,12,3,2,1,1,129.839707175694
"68",68,"2014-12-03",19,49.46,2014,12,3,2,1,1,129.839707175694
"69",69,"2014-12-03",20,48.02,2014,12,3,2,1,0,75.8750862782893
"70",70,"2014-12-03",21,42.98,2014,12,3,2,1,0,75.8750862782893
"71",71,"2014-12-03",22,42.08,2014,12,3,2,1,0,75.8750862782893
"72",72,"2014-12-03",23,39.92,2014,12,3,2,1,0,75.8750862782893
"73",73,"2014-12-04",0,39.02,2014,12,4,3,1,0,75.8750862782893
"74",74,"2014-12-04",1,37.94,2014,12,4,3,1,0,75.8750862782893
"75",75,"2014-12-04",2,37.94,2014,12,4,3,1,0,75.8750862782893
"76",76,"2014-12-04",3,37.04,2014,12,4,3,1,0,75.8750862782893
"77",77,"2014-12-04",4,37.04,2014,12,4,3,1,0,75.8750862782893
"78",78,"2014-12-04",5,33.98,2014,12,4,3,1,0,75.8750862782893
"79",79,"2014-12-04",6,33.98,2014,12,4,3,1,0,75.8750862782893
"80",80,"2014-12-04",7,35.06,2014,12,4,3,1,1,122.301742804286
"81",81,"2014-12-04",8,37.94,2014,12,4,3,1,1,122.301742804286
"82",82,"2014-12-04",9,39.92,2014,12,4,3,1,1,122.301742804286
"83",83,"2014-12-04",10,41,2014,12,4,3,1,1,122.301742804286
"84",84,"2014-12-04",11,42.08,2014,12,4,3,1,1,122.301742804286
"85",85,"2014-12-04",12,42.98,2014,12,4,3,1,1,122.301742804286
"86",86,"2014-12-04",13,42.98,2014,12,4,3,1,1,122.301742804286
"87",87,"2014-12-04",14,42.08,2014,12,4,3,1,1,122.301742804286
"88",88,"2014-12-04",15,39.92,2014,12,4,3,1,1,129.839707175694
"89",89,"2014-12-04",16,37.04,2014,12,4,3,1,1,129.839707175694
"90",90,"2014-12-04",17,35.96,2014,12,4,3,1,1,129.839707175694
"91",91,"2014-12-04",18,33.98,2014,12,4,3,1,1,129.839707175694
"92",92,"2014-12-04",19,33.08,2014,12,4,3,1,1,129.839707175694
"93",93,"2014-12-04",20,32,2014,12,4,3,1,0,75.8750862782893
"94",94,"2014-12-04",21,30.92,2014,12,4,3,1,0,75.8750862782893
"95",95,"2014-12-04",22,30.02,2014,12,4,3,1,0,75.8750862782893
"96",96,"2014-12-04",23,30.02,2014,12,4,3,1,0,75.8750862782893
"97",97,"2014-12-05",0,28.94,2014,12,5,4,1,0,75.8750862782893
"98",98,"2014-12-05",1,28.04,2014,12,5,4,1,0,75.8750862782893
"99",99,"2014-12-05",2,28.04,2014,12,5,4,1,0,75.8750862782893
"100",100,"2014-12-05",3,26.96,2014,12,5,4,1,0,75.8750862782893
"101",101,"2014-12-05",4,26.96,2014,12,5,4,1,0,75.8750862782893
"102",102,"2014-12-05",5,26.96,2014,12,5,4,1,0,75.8750862782893
"103",103,"2014-12-05",6,26.06,2014,12,5,4,1,0,75.8750862782893
"104",104,"2014-12-05",7,26.96,2014,12,5,4,1,1,122.301742804286
"105",105,"2014-12-05",8,30.02,2014,12,5,4,1,1,122.301742804286
"106",106,"2014-12-05",9,32,2014,12,5,4,1,1,122.301742804286
"107",107,"2014-12-05",10,35.96,2014,12,5,4,1,1,122.301742804286
"108",108,"2014-12-05",11,37.94,2014,12,5,4,1,1,122.301742804286
"109",109,"2014-12-05",12,42.08,2014,12,5,4,1,1,122.301742804286
"110",110,"2014-12-05",13,42.08,2014,12,5,4,1,1,122.301742804286
"111",111,"2014-12-05",14,41,2014,12,5,4,1,1,122.301742804286
"112",112,"2014-12-05",15,39.92,2014,12,5,4,1,1,129.839707175694
"113",113,"2014-12-05",16,39.92,2014,12,5,4,1,1,129.839707175694
"114",114,"2014-12-05",17,39.92,2014,12,5,4,1,1,129.839707175694
"115",115,"2014-12-05",18,41,2014,12,5,4,1,1,129.839707175694
"116",116,"2014-12-05",19,41,2014,12,5,4,1,1,129.839707175694
"117",117,"2014-12-05",20,41,2014,12,5,4,1,0,75.8750862782893
"118",118,"2014-12-05",21,41,2014,12,5,4,1,0,75.8750862782893
"119",119,"2014-12-05",22,39.92,2014,12,5,4,1,0,75.8750862782893
"120",120,"2014-12-05",23,39.56,2014,12,5,4,1,0,75.8750862782893
"121",121,"2014-12-06",0,39.74,2014,12,6,5,0,0,75.8750862782893
"122",122,"2014-12-06",1,40.1,2014,12,6,5,0,0,75.8750862782893
"123",123,"2014-12-06",2,42.08,2014,12,6,5,0,0,75.8750862782893
"124",124,"2014-12-06",3,42.86,2014,12,6,5,0,0,75.8750862782893
"125",125,"2014-12-06",4,44.42,2014,12,6,5,0,0,75.8750862782893
"126",126,"2014-12-06",5,44.78,2014,12,6,5,0,0,75.8750862782893
"127",127,"2014-12-06",6,44.78,2014,12,6,5,0,0,75.8750862782893
"128",128,"2014-12-06",7,44.72,2014,12,6,5,0,1,122.301742804286
"129",129,"2014-12-06",8,41,2014,12,6,5,0,1,122.301742804286
"130",130,"2014-12-06",9,39.14,2014,12,6,5,0,1,122.301742804286
"131",131,"2014-12-06",10,37.94,2014,12,6,5,0,1,122.301742804286
"132",132,"2014-12-06",11,39.02,2014,12,6,5,0,1,122.301742804286
"133",133,"2014-12-06",12,39.02,2014,12,6,5,0,1,122.301742804286
"134",134,"2014-12-06",13,39.56,2014,12,6,5,0,1,122.301742804286
"135",135,"2014-12-06",14,39.92,2014,12,6,5,0,1,122.301742804286
"136",136,"2014-12-06",15,41,2014,12,6,5,0,1,129.839707175694
"137",137,"2014-12-06",16,41,2014,12,6,5,0,1,129.839707175694
"138",138,"2014-12-06",17,41,2014,12,6,5,0,1,129.839707175694
"139",139,"2014-12-06",18,39.02,2014,12,6,5,0,1,129.839707175694
"140",140,"2014-12-06",19,39.02,2014,12,6,5,0,1,129.839707175694
"141",141,"2014-12-06",20,39.02,2014,12,6,5,0,0,75.8750862782893
"142",142,"2014-12-06",21,39.02,2014,12,6,5,0,0,75.8750862782893
"143",143,"2014-12-06",22,37.94,2014,12,6,5,0,0,75.8750862782893
"144",144,"2014-12-06",23,37.94,2014,12,6,5,0,0,75.8750862782893
"145",145,"2014-12-07",0,37.22,2014,12,7,6,0,0,75.8750862782893
"146",146,"2014-12-07",1,35.78,2014,12,7,6,0,0,75.8750862782893
"147",147,"2014-12-07",2,37.22,2014,12,7,6,0,0,75.8750862782893
"148",148,"2014-12-07",3,37.22,2014,12,7,6,0,0,75.8750862782893
"149",149,"2014-12-07",4,35.96,2014,12,7,6,0,0,75.8750862782893
"150",150,"2014-12-07",5,35.06,2014,12,7,6,0,0,75.8750862782893
"151",151,"2014-12-07",6,33.89,2014,12,7,6,0,0,75.8750862782893
"152",152,"2014-12-07",7,33.98,2014,12,7,6,0,1,122.301742804286
"153",153,"2014-12-07",8,33.98,2014,12,7,6,0,1,122.301742804286
"154",154,"2014-12-07",9,33.98,2014,12,7,6,0,1,122.301742804286
"155",155,"2014-12-07",10,33.98,2014,12,7,6,0,1,122.301742804286
"156",156,"2014-12-07",11,33.98,2014,12,7,6,0,1,122.301742804286
"157",157,"2014-12-07",12,33.98,2014,12,7,6,0,1,122.301742804286
"158",158,"2014-12-07",13,35.96,2014,12,7,6,0,1,122.301742804286
"159",159,"2014-12-07",14,37.04,2014,12,7,6,0,1,122.301742804286
"160",160,"2014-12-07",15,35.96,2014,12,7,6,0,1,129.839707175694
"161",161,"2014-12-07",16,32,2014,12,7,6,0,1,129.839707175694
"162",162,"2014-12-07",17,30.02,2014,12,7,6,0,1,129.839707175694
"163",163,"2014-12-07",18,28.04,2014,12,7,6,0,1,129.839707175694
"164",164,"2014-12-07",19,26.06,2014,12,7,6,0,1,129.839707175694
"165",165,"2014-12-07",20,24.08,2014,12,7,6,0,0,75.8750862782893
"166",166,"2014-12-07",21,23,2014,12,7,6,0,0,75.8750862782893
"167",167,"2014-12-07",22,21.92,2014,12,7,6,0,0,75.8750862782893
"168",168,"2014-12-07",23,21.02,2014,12,7,6,0,0,75.8750862782893
"169",169,"2014-12-08",0,19.67,2014,12,8,0,1,0,75.8750862782893
"170",170,"2014-12-08",1,19.94,2014,12,8,0,1,0,75.8750862782893
"171",171,"2014-12-08",2,19.04,2014,12,8,0,1,0,75.8750862782893
"172",172,"2014-12-08",3,19.04,2014,12,8,0,1,0,75.8750862782893
"173",173,"2014-12-08",4,19.04,2014,12,8,0,1,0,75.8750862782893
"174",174,"2014-12-08",5,17.96,2014,12,8,0,1,0,75.8750862782893
"175",175,"2014-12-08",6,19.04,2014,12,8,0,1,0,75.8750862782893
"176",176,"2014-12-08",7,19.04,2014,12,8,0,1,1,122.301742804286
"177",177,"2014-12-08",8,19.94,2014,12,8,0,1,1,122.301742804286
"178",178,"2014-12-08",9,21.02,2014,12,8,0,1,1,122.301742804286
"179",179,"2014-12-08",10,21.02,2014,12,8,0,1,1,122.301742804286
"180",180,"2014-12-08",11,21.92,2014,12,8,0,1,1,122.301742804286
"181",181,"2014-12-08",12,23,2014,12,8,0,1,1,122.301742804286
"182",182,"2014-12-08",13,24.08,2014,12,8,0,1,1,122.301742804286
"183",183,"2014-12-08",14,24.08,2014,12,8,0,1,1,122.301742804286
"184",184,"2014-12-08",15,24.89,2014,12,8,0,1,1,129.839707175694
"185",185,"2014-12-08",16,24.98,2014,12,8,0,1,1,129.839707175694
"186",186,"2014-12-08",17,26.06,2014,12,8,0,1,1,129.839707175694
"187",187,"2014-12-08",18,26.06,2014,12,8,0,1,1,129.839707175694
"188",188,"2014-12-08",19,26.33,2014,12,8,0,1,1,129.839707175694
"189",189,"2014-12-08",20,25.79,2014,12,8,0,1,0,75.8750862782893
"190",190,"2014-12-08",21,24.89,2014,12,8,0,1,0,75.8750862782893
"191",191,"2014-12-08",22,25.43,2014,12,8,0,1,0,75.8750862782893
"192",192,"2014-12-08",23,27.635,2014,12,8,0,1,0,75.8750862782893
"193",193,"2014-12-09",0,30.32,2014,12,9,1,1,0,75.8750862782893
"194",194,"2014-12-09",1,32.66,2014,12,9,1,1,0,75.8750862782893
"195",195,"2014-12-09",2,39.2,2014,12,9,1,1,0,75.8750862782893
"196",196,"2014-12-09",3,42.08,2014,12,9,1,1,0,75.8750862782893
"197",197,"2014-12-09",4,37.04,2014,12,9,1,1,0,75.8750862782893
"198",198,"2014-12-09",5,37.4,2014,12,9,1,1,0,75.8750862782893
"199",199,"2014-12-09",6,42.89,2014,12,9,1,1,0,75.8750862782893
"200",200,"2014-12-09",7,42.98,2014,12,9,1,1,1,122.301742804286
"201",201,"2014-12-09",8,44.06,2014,12,9,1,1,1,122.301742804286
"202",202,"2014-12-09",9,44.96,2014,12,9,1,1,1,122.301742804286
"203",203,"2014-12-09",10,44.78,2014,12,9,1,1,1,122.301742804286
"204",204,"2014-12-09",11,44.96,2014,12,9,1,1,1,122.301742804286
"205",205,"2014-12-09",12,46.28,2014,12,9,1,1,1,122.301742804286
"206",206,"2014-12-09",13,46.94,2014,12,9,1,1,1,122.301742804286
"207",207,"2014-12-09",14,46.94,2014,12,9,1,1,1,122.301742804286
"208",208,"2014-12-09",15,46.58,2014,12,9,1,1,1,129.839707175694
"209",209,"2014-12-09",16,48.02,2014,12,9,1,1,1,129.839707175694
"210",210,"2014-12-09",17,48.14,2014,12,9,1,1,1,129.839707175694
"211",211,"2014-12-09",18,48.44,2014,12,9,1,1,1,129.839707175694
"212",212,"2014-12-09",19,48.92,2014,12,9,1,1,1,129.839707175694
"213",213,"2014-12-09",20,48.56,2014,12,9,1,1,0,75.8750862782893
"214",214,"2014-12-09",21,48.92,2014,12,9,1,1,0,75.8750862782893
"215",215,"2014-12-09",22,48.92,2014,12,9,1,1,0,75.8750862782893
"216",216,"2014-12-09",23,48.92,2014,12,9,1,1,0,75.8750862782893
"217",217,"2014-12-10",0,46.04,2014,12,10,2,1,0,75.8750862782893
"218",218,"2014-12-10",1,44.96,2014,12,10,2,1,0,75.8750862782893
"219",219,"2014-12-10",2,42.98,2014,12,10,2,1,0,75.8750862782893
"220",220,"2014-12-10",3,42.08,2014,12,10,2,1,0,75.8750862782893
"221",221,"2014-12-10",4,42.08,2014,12,10,2,1,0,75.8750862782893
"222",222,"2014-12-10",5,42.2,2014,12,10,2,1,0,75.8750862782893
"223",223,"2014-12-10",6,41,2014,12,10,2,1,0,75.8750862782893
"224",224,"2014-12-10",7,41.9,2014,12,10,2,1,1,122.301742804286
"225",225,"2014-12-10",8,41,2014,12,10,2,1,1,122.301742804286
"226",226,"2014-12-10",9,41,2014,12,10,2,1,1,122.301742804286
"227",227,"2014-12-10",10,41.36,2014,12,10,2,1,1,122.301742804286
"228",228,"2014-12-10",11,42.56,2014,12,10,2,1,1,122.301742804286
"229",229,"2014-12-10",12,42.44,2014,12,10,2,1,1,122.301742804286
"230",230,"2014-12-10",13,42.56,2014,12,10,2,1,1,122.301742804286
"231",231,"2014-12-10",14,41,2014,12,10,2,1,1,122.301742804286
"232",232,"2014-12-10",15,39.92,2014,12,10,2,1,1,129.839707175694
"233",233,"2014-12-10",16,39.92,2014,12,10,2,1,1,129.839707175694
"234",234,"2014-12-10",17,39.11,2014,12,10,2,1,1,129.839707175694
"235",235,"2014-12-10",18,39.11,2014,12,10,2,1,1,129.839707175694
"236",236,"2014-12-10",19,39.02,2014,12,10,2,1,1,129.839707175694
"237",237,"2014-12-10",20,39.14,2014,12,10,2,1,0,75.8750862782893
"238",238,"2014-12-10",21,37.94,2014,12,10,2,1,0,75.8750862782893
"239",239,"2014-12-10",22,39.02,2014,12,10,2,1,0,75.8750862782893
"240",240,"2014-12-10",23,39.02,2014,12,10,2,1,0,75.8750862782893
"241",241,"2014-12-11",0,39.14,2014,12,11,3,1,0,75.8750862782893
"242",242,"2014-12-11",1,39.155,2014,12,11,3,1,0,75.8750862782893
"243",243,"2014-12-11",2,37.94,2014,12,11,3,1,0,75.8750862782893
"244",244,"2014-12-11",3,37.94,2014,12,11,3,1,0,75.8750862782893
"245",245,"2014-12-11",4,37.04,2014,12,11,3,1,0,75.8750862782893
"246",246,"2014-12-11",5,35.96,2014,12,11,3,1,0,75.8750862782893
"247",247,"2014-12-11",6,35.06,2014,12,11,3,1,0,75.8750862782893
"248",248,"2014-12-11",7,35.33,2014,12,11,3,1,1,122.301742804286
"249",249,"2014-12-11",8,35.33,2014,12,11,3,1,1,122.301742804286
"250",250,"2014-12-11",9,34.43,2014,12,11,3,1,1,122.301742804286
"251",251,"2014-12-11",10,33.98,2014,12,11,3,1,1,122.301742804286
