"","X","Date","hour","temperature","Year","month","day","Day.Of.Week","Weekday","PeakHour","kWh"
"498",498,"2014-12-21",17,33.89,2014,12,21,6,0,1,129.839707175694
"499",499,"2014-12-21",18,33.98,2014,12,21,6,0,1,129.839707175694
"500",500,"2014-12-21",19,33.98,2014,12,21,6,0,1,129.839707175694
"501",501,"2014-12-21",20,33.98,2014,12,21,6,0,0,75.8750862782893
"502",502,"2014-12-21",21,33.98,2014,12,21,6,0,0,75.8750862782893
"503",503,"2014-12-21",22,33.98,2014,12,21,6,0,0,75.8750862782893
"504",504,"2014-12-21",23,33.98,2014,12,21,6,0,0,75.8750862782893
"505",505,"2014-12-22",0,33.08,2014,12,22,0,1,0,75.8750862782893
"506",506,"2014-12-22",1,33.08,2014,12,22,0,1,0,75.8750862782893
"507",507,"2014-12-22",2,33.08,2014,12,22,0,1,0,75.8750862782893
"508",508,"2014-12-22",3,33.08,2014,12,22,0,1,0,75.8750862782893
"509",509,"2014-12-22",4,33.08,2014,12,22,0,1,0,75.8750862782893
"510",510,"2014-12-22",5,33.08,2014,12,22,0,1,0,75.8750862782893
"511",511,"2014-12-22",6,33.56,2014,12,22,0,1,0,75.8750862782893
"512",512,"2014-12-22",7,33.98,2014,12,22,0,1,1,122.301742804286
"513",513,"2014-12-22",8,35.06,2014,12,22,0,1,1,122.301742804286
"514",514,"2014-12-22",9,37.94,2014,12,22,0,1,1,122.301742804286
"515",515,"2014-12-22",10,39.92,2014,12,22,0,1,1,122.301742804286
"516",516,"2014-12-22",11,42.08,2014,12,22,0,1,1,122.301742804286
"517",517,"2014-12-22",12,44.06,2014,12,22,0,1,1,122.301742804286
"518",518,"2014-12-22",13,43.46,2014,12,22,0,1,1,122.301742804286
"519",519,"2014-12-22",14,42.44,2014,12,22,0,1,1,122.301742804286
"520",520,"2014-12-22",15,41.9,2014,12,22,0,1,1,129.839707175694
"521",521,"2014-12-22",16,41,2014,12,22,0,1,1,129.839707175694
"522",522,"2014-12-22",17,41,2014,12,22,0,1,1,129.839707175694
"523",523,"2014-12-22",18,40.1,2014,12,22,0,1,1,129.839707175694
"524",524,"2014-12-22",19,42.56,2014,12,22,0,1,1,129.839707175694
"525",525,"2014-12-22",20,41,2014,12,22,0,1,0,75.8750862782893
"526",526,"2014-12-22",21,42.08,2014,12,22,0,1,0,75.8750862782893
"527",527,"2014-12-22",22,42.08,2014,12,22,0,1,0,75.8750862782893
"528",528,"2014-12-22",23,42.08,2014,12,22,0,1,0,75.8750862782893
"529",529,"2014-12-23",0,42.89,2014,12,23,1,1,0,75.8750862782893
"530",530,"2014-12-23",1,42.89,2014,12,23,1,1,0,75.8750862782893
"531",531,"2014-12-23",2,42.86,2014,12,23,1,1,0,75.8750862782893
"532",532,"2014-12-23",3,42.86,2014,12,23,1,1,0,75.8750862782893
"533",533,"2014-12-23",4,43.43,2014,12,23,1,1,0,75.8750862782893
"534",534,"2014-12-23",5,42.98,2014,12,23,1,1,0,75.8750862782893
"535",535,"2014-12-23",6,42.845,2014,12,23,1,1,0,75.8750862782893
"536",536,"2014-12-23",7,44.06,2014,12,23,1,1,1,122.301742804286
"537",537,"2014-12-23",8,44.06,2014,12,23,1,1,1,122.301742804286
"538",538,"2014-12-23",9,44.96,2014,12,23,1,1,1,122.301742804286
"539",539,"2014-12-23",10,44.06,2014,12,23,1,1,1,122.301742804286
"540",540,"2014-12-23",11,44.96,2014,12,23,1,1,1,122.301742804286
"541",541,"2014-12-23",12,44.96,2014,12,23,1,1,1,122.301742804286
"542",542,"2014-12-23",13,44.72,2014,12,23,1,1,1,122.301742804286
"543",543,"2014-12-23",14,44.96,2014,12,23,1,1,1,122.301742804286
"544",544,"2014-12-23",15,44.96,2014,12,23,1,1,1,129.839707175694
"545",545,"2014-12-23",16,45.68,2014,12,23,1,1,1,129.839707175694
"546",546,"2014-12-23",17,46.04,2014,12,23,1,1,1,129.839707175694
"547",547,"2014-12-23",18,46.04,2014,12,23,1,1,1,129.839707175694
"548",548,"2014-12-23",19,46.04,2014,12,23,1,1,1,129.839707175694
"549",549,"2014-12-23",20,46.04,2014,12,23,1,1,0,75.8750862782893
"550",550,"2014-12-23",21,42.98,2014,12,23,1,1,0,75.8750862782893
"551",551,"2014-12-23",22,42.98,2014,12,23,1,1,0,75.8750862782893
"552",552,"2014-12-23",23,42.08,2014,12,23,1,1,0,75.8750862782893
"553",553,"2014-12-24",0,42.08,2014,12,24,2,1,0,75.8750862782893
"554",554,"2014-12-24",1,42.08,2014,12,24,2,1,0,75.8750862782893
"555",555,"2014-12-24",2,42.08,2014,12,24,2,1,0,75.8750862782893
"556",556,"2014-12-24",3,42.08,2014,12,24,2,1,0,75.8750862782893
"557",557,"2014-12-24",4,41,2014,12,24,2,1,0,75.8750862782893
"558",558,"2014-12-24",5,41,2014,12,24,2,1,0,75.8750862782893
"559",559,"2014-12-24",6,41,2014,12,24,2,1,0,75.8750862782893
"560",560,"2014-12-24",7,42.08,2014,12,24,2,1,1,122.301742804286
"561",561,"2014-12-24",8,42.08,2014,12,24,2,1,1,122.301742804286
"562",562,"2014-12-24",9,42.98,2014,12,24,2,1,1,122.301742804286
"563",563,"2014-12-24",10,44.96,2014,12,24,2,1,1,122.301742804286
"564",564,"2014-12-24",11,44.96,2014,12,24,2,1,1,122.301742804286
"565",565,"2014-12-24",12,44.96,2014,12,24,2,1,1,122.301742804286
"566",566,"2014-12-24",13,44.96,2014,12,24,2,1,1,122.301742804286
"567",567,"2014-12-24",14,44.96,2014,12,24,2,1,1,122.301742804286
"568",568,"2014-12-24",15,44.96,2014,12,24,2,1,1,129.839707175694
"569",569,"2014-12-24",16,46.04,2014,12,24,2,1,1,129.839707175694
"570",570,"2014-12-24",17,44.78,2014,12,24,2,1,1,129.839707175694
"571",571,"2014-12-24",18,46.22,2014,12,24,2,1,1,129.839707175694
"572",572,"2014-12-24",19,46.04,2014,12,24,2,1,1,129.839707175694
"573",573,"2014-12-24",20,44.78,2014,12,24,2,1,0,75.8750862782893
"574",574,"2014-12-24",21,44.78,2014,12,24,2,1,0,75.8750862782893
"575",575,"2014-12-24",22,46.04,2014,12,24,2,1,0,75.8750862782893
"576",576,"2014-12-24",23,44.96,2014,12,24,2,1,0,75.8750862782893
"577",577,"2014-12-25",0,44.78,2014,12,25,3,1,0,75.8750862782893
"578",578,"2014-12-25",1,44.72,2014,12,25,3,1,0,75.8750862782893
"579",579,"2014-12-25",2,46.94,2014,12,25,3,1,0,75.8750862782893
"580",580,"2014-12-25",3,57.92,2014,12,25,3,1,0,75.8750862782893
"581",581,"2014-12-25",4,58.46,2014,12,25,3,1,0,75.8750862782893
"582",582,"2014-12-25",5,57.56,2014,12,25,3,1,0,75.8750862782893
"583",583,"2014-12-25",6,57.56,2014,12,25,3,1,0,75.8750862782893
"584",584,"2014-12-25",7,55.67,2014,12,25,3,1,1,122.301742804286
"585",585,"2014-12-25",8,57.02,2014,12,25,3,1,1,122.301742804286
"586",586,"2014-12-25",9,53.96,2014,12,25,3,1,1,122.301742804286
"587",587,"2014-12-25",10,51.98,2014,12,25,3,1,1,122.301742804286
"588",588,"2014-12-25",11,50,2014,12,25,3,1,1,122.301742804286
"589",589,"2014-12-25",12,51.08,2014,12,25,3,1,1,122.301742804286
"590",590,"2014-12-25",13,51.08,2014,12,25,3,1,1,122.301742804286
"591",591,"2014-12-25",14,50,2014,12,25,3,1,1,122.301742804286
"592",592,"2014-12-25",15,48.02,2014,12,25,3,1,1,129.839707175694
"593",593,"2014-12-25",16,46.94,2014,12,25,3,1,1,129.839707175694
"594",594,"2014-12-25",17,46.94,2014,12,25,3,1,1,129.839707175694
"595",595,"2014-12-25",18,46.94,2014,12,25,3,1,1,129.839707175694
"596",596,"2014-12-25",19,46.04,2014,12,25,3,1,1,129.839707175694
"597",597,"2014-12-25",20,46.04,2014,12,25,3,1,0,75.8750862782893
"598",598,"2014-12-25",21,44.96,2014,12,25,3,1,0,75.8750862782893
"599",599,"2014-12-25",22,44.96,2014,12,25,3,1,0,75.8750862782893
"600",600,"2014-12-25",23,44.06,2014,12,25,3,1,0,75.8750862782893
"601",601,"2014-12-26",0,42.98,2014,12,26,4,1,0,75.8750862782893
"602",602,"2014-12-26",1,42.08,2014,12,26,4,1,0,75.8750862782893
"603",603,"2014-12-26",2,42.08,2014,12,26,4,1,0,75.8750862782893
"604",604,"2014-12-26",3,39.92,2014,12,26,4,1,0,75.8750862782893
"605",605,"2014-12-26",4,41,2014,12,26,4,1,0,75.8750862782893
"606",606,"2014-12-26",5,37.94,2014,12,26,4,1,0,75.8750862782893
"607",607,"2014-12-26",6,37.94,2014,12,26,4,1,0,75.8750862782893
"608",608,"2014-12-26",7,39.02,2014,12,26,4,1,1,122.301742804286
"609",609,"2014-12-26",8,42.98,2014,12,26,4,1,1,122.301742804286
"610",610,"2014-12-26",9,44.96,2014,12,26,4,1,1,122.301742804286
"611",611,"2014-12-26",10,46.04,2014,12,26,4,1,1,122.301742804286
"612",612,"2014-12-26",11,46.94,2014,12,26,4,1,1,122.301742804286
"613",613,"2014-12-26",12,48.02,2014,12,26,4,1,1,122.301742804286
"614",614,"2014-12-26",13,48.92,2014,12,26,4,1,1,122.301742804286
"615",615,"2014-12-26",14,48.92,2014,12,26,4,1,1,122.301742804286
"616",616,"2014-12-26",15,48.02,2014,12,26,4,1,1,129.839707175694
"617",617,"2014-12-26",16,48.02,2014,12,26,4,1,1,129.839707175694
"618",618,"2014-12-26",17,46.04,2014,12,26,4,1,1,129.839707175694
"619",619,"2014-12-26",18,44.96,2014,12,26,4,1,1,129.839707175694
"620",620,"2014-12-26",19,44.06,2014,12,26,4,1,1,129.839707175694
"621",621,"2014-12-26",20,42.98,2014,12,26,4,1,0,75.8750862782893
"622",622,"2014-12-26",21,42.98,2014,12,26,4,1,0,75.8750862782893
"623",623,"2014-12-26",22,42.08,2014,12,26,4,1,0,75.8750862782893
"624",624,"2014-12-26",23,41,2014,12,26,4,1,0,75.8750862782893
"625",625,"2014-12-27",0,39.92,2014,12,27,5,0,0,75.8750862782893
"626",626,"2014-12-27",1,39.92,2014,12,27,5,0,0,75.8750862782893
"627",627,"2014-12-27",2,41,2014,12,27,5,0,0,75.8750862782893
"628",628,"2014-12-27",3,41,2014,12,27,5,0,0,75.8750862782893
"629",629,"2014-12-27",4,39.92,2014,12,27,5,0,0,75.8750862782893
"630",630,"2014-12-27",5,41,2014,12,27,5,0,0,75.8750862782893
"631",631,"2014-12-27",6,39.92,2014,12,27,5,0,0,75.8750862782893
"632",632,"2014-12-27",7,41,2014,12,27,5,0,1,122.301742804286
"633",633,"2014-12-27",8,42.98,2014,12,27,5,0,1,122.301742804286
"634",634,"2014-12-27",9,44.96,2014,12,27,5,0,1,122.301742804286
"635",635,"2014-12-27",10,48.02,2014,12,27,5,0,1,122.301742804286
"636",636,"2014-12-27",11,50,2014,12,27,5,0,1,122.301742804286
"637",637,"2014-12-27",12,51.98,2014,12,27,5,0,1,122.301742804286
"638",638,"2014-12-27",13,51.8,2014,12,27,5,0,1,122.301742804286
"639",639,"2014-12-27",14,51.98,2014,12,27,5,0,1,122.301742804286
"640",640,"2014-12-27",15,50,2014,12,27,5,0,1,129.839707175694
"641",641,"2014-12-27",16,48.02,2014,12,27,5,0,1,129.839707175694
"642",642,"2014-12-27",17,46.94,2014,12,27,5,0,1,129.839707175694
"643",643,"2014-12-27",18,46.04,2014,12,27,5,0,1,129.839707175694
"644",644,"2014-12-27",19,44.96,2014,12,27,5,0,1,129.839707175694
"645",645,"2014-12-27",20,44.06,2014,12,27,5,0,0,75.8750862782893
"646",646,"2014-12-27",21,42.98,2014,12,27,5,0,0,75.8750862782893
"647",647,"2014-12-27",22,44.06,2014,12,27,5,0,0,75.8750862782893
"648",648,"2014-12-27",23,42.98,2014,12,27,5,0,0,75.8750862782893
"649",649,"2014-12-28",0,44.96,2014,12,28,6,0,0,75.8750862782893
"650",650,"2014-12-28",1,44.96,2014,12,28,6,0,0,75.8750862782893
"651",651,"2014-12-28",2,44.96,2014,12,28,6,0,0,75.8750862782893
"652",652,"2014-12-28",3,44.96,2014,12,28,6,0,0,75.8750862782893
"653",653,"2014-12-28",4,44.96,2014,12,28,6,0,0,75.8750862782893
"654",654,"2014-12-28",5,44.96,2014,12,28,6,0,0,75.8750862782893
"655",655,"2014-12-28",6,44.96,2014,12,28,6,0,0,75.8750862782893
"656",656,"2014-12-28",7,46.04,2014,12,28,6,0,1,122.301742804286
"657",657,"2014-12-28",8,46.04,2014,12,28,6,0,1,122.301742804286
"658",658,"2014-12-28",9,46.94,2014,12,28,6,0,1,122.301742804286
"659",659,"2014-12-28",10,48.02,2014,12,28,6,0,1,122.301742804286
"660",660,"2014-12-28",11,48.92,2014,12,28,6,0,1,122.301742804286
"661",661,"2014-12-28",12,50,2014,12,28,6,0,1,122.301742804286
"662",662,"2014-12-28",13,51.08,2014,12,28,6,0,1,122.301742804286
"663",663,"2014-12-28",14,51.98,2014,12,28,6,0,1,122.301742804286
"664",664,"2014-12-28",15,48.92,2014,12,28,6,0,1,129.839707175694
"665",665,"2014-12-28",16,46.94,2014,12,28,6,0,1,129.839707175694
"666",666,"2014-12-28",17,46.94,2014,12,28,6,0,1,129.839707175694
"667",667,"2014-12-28",18,46.04,2014,12,28,6,0,1,129.839707175694
"668",668,"2014-12-28",19,44.96,2014,12,28,6,0,1,129.839707175694
"669",669,"2014-12-28",20,44.06,2014,12,28,6,0,0,75.8750862782893
"670",670,"2014-12-28",21,42.08,2014,12,28,6,0,0,75.8750862782893
"671",671,"2014-12-28",22,41,2014,12,28,6,0,0,75.8750862782893
"672",672,"2014-12-28",23,39.92,2014,12,28,6,0,0,75.8750862782893
"673",673,"2014-12-29",0,39.02,2014,12,29,0,1,0,75.8750862782893
"674",674,"2014-12-29",1,37.94,2014,12,29,0,1,0,75.8750862782893
"675",675,"2014-12-29",2,37.04,2014,12,29,0,1,0,75.8750862782893
"676",676,"2014-12-29",3,35.96,2014,12,29,0,1,0,75.8750862782893
"677",677,"2014-12-29",4,35.96,2014,12,29,0,1,0,75.8750862782893
"678",678,"2014-12-29",5,35.96,2014,12,29,0,1,0,75.8750862782893
"679",679,"2014-12-29",6,35.06,2014,12,29,0,1,0,75.8750862782893
"680",680,"2014-12-29",7,35.06,2014,12,29,0,1,1,122.301742804286
"681",681,"2014-12-29",8,35.06,2014,12,29,0,1,1,122.301742804286
"682",682,"2014-12-29",9,39.02,2014,12,29,0,1,1,122.301742804286
"683",683,"2014-12-29",10,39.92,2014,12,29,0,1,1,122.301742804286
"684",684,"2014-12-29",11,41,2014,12,29,0,1,1,122.301742804286
"685",685,"2014-12-29",12,39.92,2014,12,29,0,1,1,122.301742804286
"686",686,"2014-12-29",13,41,2014,12,29,0,1,1,122.301742804286
"687",687,"2014-12-29",14,39.92,2014,12,29,0,1,1,122.301742804286
"688",688,"2014-12-29",15,39.92,2014,12,29,0,1,1,129.839707175694
"689",689,"2014-12-29",16,39.02,2014,12,29,0,1,1,129.839707175694
"690",690,"2014-12-29",17,37.94,2014,12,29,0,1,1,129.839707175694
"691",691,"2014-12-29",18,35.06,2014,12,29,0,1,1,129.839707175694
"692",692,"2014-12-29",19,33.08,2014,12,29,0,1,1,129.839707175694
"693",693,"2014-12-29",20,32,2014,12,29,0,1,0,75.8750862782893
"694",694,"2014-12-29",21,30.92,2014,12,29,0,1,0,75.8750862782893
"695",695,"2014-12-29",22,30.92,2014,12,29,0,1,0,75.8750862782893
"696",696,"2014-12-29",23,30.02,2014,12,29,0,1,0,75.8750862782893
"697",697,"2014-12-30",0,28.04,2014,12,30,1,1,0,75.8750862782893
"698",698,"2014-12-30",1,26.96,2014,12,30,1,1,0,75.8750862782893
"699",699,"2014-12-30",2,24.98,2014,12,30,1,1,0,75.8750862782893
"700",700,"2014-12-30",3,24.08,2014,12,30,1,1,0,75.8750862782893
"701",701,"2014-12-30",4,24.08,2014,12,30,1,1,0,75.8750862782893
"702",702,"2014-12-30",5,23,2014,12,30,1,1,0,75.8750862782893
"703",703,"2014-12-30",6,23,2014,12,30,1,1,0,75.8750862782893
"704",704,"2014-12-30",7,23,2014,12,30,1,1,1,122.301742804286
"705",705,"2014-12-30",8,24.08,2014,12,30,1,1,1,122.301742804286
"706",706,"2014-12-30",9,24.98,2014,12,30,1,1,1,122.301742804286
"707",707,"2014-12-30",10,26.06,2014,12,30,1,1,1,122.301742804286
"708",708,"2014-12-30",11,26.96,2014,12,30,1,1,1,122.301742804286
"709",709,"2014-12-30",12,28.04,2014,12,30,1,1,1,122.301742804286
"710",710,"2014-12-30",13,28.94,2014,12,30,1,1,1,122.301742804286
"711",711,"2014-12-30",14,30.02,2014,12,30,1,1,1,122.301742804286
"712",712,"2014-12-30",15,28.94,2014,12,30,1,1,1,129.839707175694
"713",713,"2014-12-30",16,28.04,2014,12,30,1,1,1,129.839707175694
"714",714,"2014-12-30",17,26.96,2014,12,30,1,1,1,129.839707175694
"715",715,"2014-12-30",18,26.06,2014,12,30,1,1,1,129.839707175694
"716",716,"2014-12-30",19,24.98,2014,12,30,1,1,1,129.839707175694
"717",717,"2014-12-30",20,24.98,2014,12,30,1,1,0,75.8750862782893
"718",718,"2014-12-30",21,24.08,2014,12,30,1,1,0,75.8750862782893
"719",719,"2014-12-30",22,23,2014,12,30,1,1,0,75.8750862782893
"720",720,"2014-12-30",23,21.92,2014,12,30,1,1,0,75.8750862782893
"721",721,"2014-12-31",0,21.02,2014,12,31,2,1,0,75.8750862782893
"722",722,"2014-12-31",1,19.94,2014,12,31,2,1,0,75.8750862782893
"723",723,"2014-12-31",2,19.94,2014,12,31,2,1,0,75.8750862782893
"724",724,"2014-12-31",3,19.94,2014,12,31,2,1,0,75.8750862782893
"725",725,"2014-12-31",4,19.94,2014,12,31,2,1,0,75.8750862782893
"726",726,"2014-12-31",5,19.94,2014,12,31,2,1,0,75.8750862782893
"727",727,"2014-12-31",6,19.94,2014,12,31,2,1,0,75.8750862782893
"728",728,"2014-12-31",7,21.02,2014,12,31,2,1,1,122.301742804286
"729",729,"2014-12-31",8,24.08,2014,12,31,2,1,1,122.301742804286
"730",730,"2014-12-31",9,26.06,2014,12,31,2,1,1,122.301742804286
"731",731,"2014-12-31",10,28.04,2014,12,31,2,1,1,122.301742804286
"732",732,"2014-12-31",11,28.94,2014,12,31,2,1,1,122.301742804286
"733",733,"2014-12-31",12,28.94,2014,12,31,2,1,1,122.301742804286
"734",734,"2014-12-31",13,28.94,2014,12,31,2,1,1,122.301742804286
"735",735,"2014-12-31",14,28.94,2014,12,31,2,1,1,122.301742804286
"736",736,"2014-12-31",15,28.04,2014,12,31,2,1,1,129.839707175694
"737",737,"2014-12-31",16,26.96,2014,12,31,2,1,1,129.839707175694
"738",738,"2014-12-31",17,26.06,2014,12,31,2,1,1,129.839707175694
"739",739,"2014-12-31",18,26.06,2014,12,31,2,1,1,129.839707175694
"740",740,"2014-12-31",19,24.98,2014,12,31,2,1,1,129.839707175694
"741",741,"2014-12-31",20,24.98,2014,12,31,2,1,0,75.8750862782893
"742",742,"2014-12-31",21,23,2014,12,31,2,1,0,75.8750862782893
"743",743,"2014-12-31",22,21.92,2014,12,31,2,1,0,75.8750862782893
"744",744,"2014-12-31",23,21.92,2014,12,31,2,1,0,75.8750862782893
