"","X","Date","hour","temperature","year","month","day","DayOfWeek","Weekday","PeakHour","Kwh"
"499",499,"12/21/2014",18,33.98,2014,12,21,6,0,1,"Above_Normal"
"500",500,"12/21/2014",19,33.98,2014,12,21,6,0,1,"Above_Normal"
"501",501,"12/21/2014",20,33.98,2014,12,21,6,0,0,"Optimal"
"502",502,"12/21/2014",21,33.98,2014,12,21,6,0,0,"Optimal"
"503",503,"12/21/2014",22,33.98,2014,12,21,6,0,0,"Optimal"
"504",504,"12/21/2014",23,33.98,2014,12,21,6,0,0,"Optimal"
"505",505,"12/22/2014",0,33.08,2014,12,22,0,1,0,"Above_Normal"
"506",506,"12/22/2014",1,33.08,2014,12,22,0,1,0,"Above_Normal"
"507",507,"12/22/2014",2,33.08,2014,12,22,0,1,0,"Above_Normal"
"508",508,"12/22/2014",3,33.08,2014,12,22,0,1,0,"Above_Normal"
"509",509,"12/22/2014",4,33.08,2014,12,22,0,1,0,"Above_Normal"
"510",510,"12/22/2014",5,33.08,2014,12,22,0,1,0,"Above_Normal"
"511",511,"12/22/2014",6,33.56,2014,12,22,0,1,0,"Above_Normal"
"512",512,"12/22/2014",7,33.98,2014,12,22,0,1,1,"Above_Normal"
"513",513,"12/22/2014",8,35.06,2014,12,22,0,1,1,"Above_Normal"
"514",514,"12/22/2014",9,37.94,2014,12,22,0,1,1,"Above_Normal"
"515",515,"12/22/2014",10,39.92,2014,12,22,0,1,1,"Above_Normal"
"516",516,"12/22/2014",11,42.08,2014,12,22,0,1,1,"Above_Normal"
"517",517,"12/22/2014",12,44.06,2014,12,22,0,1,1,"Above_Normal"
"518",518,"12/22/2014",13,43.46,2014,12,22,0,1,1,"Above_Normal"
"519",519,"12/22/2014",14,42.44,2014,12,22,0,1,1,"Above_Normal"
"520",520,"12/22/2014",15,41.9,2014,12,22,0,1,1,"Above_Normal"
"521",521,"12/22/2014",16,41,2014,12,22,0,1,1,"Above_Normal"
"522",522,"12/22/2014",17,41,2014,12,22,0,1,1,"Above_Normal"
"523",523,"12/22/2014",18,40.1,2014,12,22,0,1,1,"Above_Normal"
"524",524,"12/22/2014",19,42.56,2014,12,22,0,1,1,"Above_Normal"
"525",525,"12/22/2014",20,41,2014,12,22,0,1,0,"Optimal"
"526",526,"12/22/2014",21,42.08,2014,12,22,0,1,0,"Optimal"
"527",527,"12/22/2014",22,42.08,2014,12,22,0,1,0,"Optimal"
"528",528,"12/22/2014",23,42.08,2014,12,22,0,1,0,"Optimal"
"529",529,"12/23/2014",0,42.89,2014,12,23,1,1,0,"Above_Normal"
"530",530,"12/23/2014",1,42.89,2014,12,23,1,1,0,"Above_Normal"
"531",531,"12/23/2014",2,42.86,2014,12,23,1,1,0,"Above_Normal"
"532",532,"12/23/2014",3,42.86,2014,12,23,1,1,0,"Above_Normal"
"533",533,"12/23/2014",4,43.43,2014,12,23,1,1,0,"Above_Normal"
"534",534,"12/23/2014",5,42.98,2014,12,23,1,1,0,"Above_Normal"
"535",535,"12/23/2014",6,42.845,2014,12,23,1,1,0,"Above_Normal"
"536",536,"12/23/2014",7,44.06,2014,12,23,1,1,1,"Above_Normal"
"537",537,"12/23/2014",8,44.06,2014,12,23,1,1,1,"Above_Normal"
"538",538,"12/23/2014",9,44.96,2014,12,23,1,1,1,"Above_Normal"
"539",539,"12/23/2014",10,44.06,2014,12,23,1,1,1,"Above_Normal"
"540",540,"12/23/2014",11,44.96,2014,12,23,1,1,1,"Above_Normal"
"541",541,"12/23/2014",12,44.96,2014,12,23,1,1,1,"Above_Normal"
"542",542,"12/23/2014",13,44.72,2014,12,23,1,1,1,"Above_Normal"
"543",543,"12/23/2014",14,44.96,2014,12,23,1,1,1,"Above_Normal"
"544",544,"12/23/2014",15,44.96,2014,12,23,1,1,1,"Above_Normal"
"545",545,"12/23/2014",16,45.68,2014,12,23,1,1,1,"Above_Normal"
"546",546,"12/23/2014",17,46.04,2014,12,23,1,1,1,"Above_Normal"
"547",547,"12/23/2014",18,46.04,2014,12,23,1,1,1,"Above_Normal"
"548",548,"12/23/2014",19,46.04,2014,12,23,1,1,1,"Above_Normal"
"549",549,"12/23/2014",20,46.04,2014,12,23,1,1,0,"Optimal"
"550",550,"12/23/2014",21,42.98,2014,12,23,1,1,0,"Optimal"
"551",551,"12/23/2014",22,42.98,2014,12,23,1,1,0,"Optimal"
"552",552,"12/23/2014",23,42.08,2014,12,23,1,1,0,"Optimal"
"553",553,"12/24/2014",0,42.08,2014,12,24,2,1,0,"Above_Normal"
"554",554,"12/24/2014",1,42.08,2014,12,24,2,1,0,"Above_Normal"
"555",555,"12/24/2014",2,42.08,2014,12,24,2,1,0,"Above_Normal"
"556",556,"12/24/2014",3,42.08,2014,12,24,2,1,0,"Above_Normal"
"557",557,"12/24/2014",4,41,2014,12,24,2,1,0,"Above_Normal"
"558",558,"12/24/2014",5,41,2014,12,24,2,1,0,"Above_Normal"
"559",559,"12/24/2014",6,41,2014,12,24,2,1,0,"Above_Normal"
"560",560,"12/24/2014",7,42.08,2014,12,24,2,1,1,"Above_Normal"
"561",561,"12/24/2014",8,42.08,2014,12,24,2,1,1,"Above_Normal"
"562",562,"12/24/2014",9,42.98,2014,12,24,2,1,1,"Above_Normal"
"563",563,"12/24/2014",10,44.96,2014,12,24,2,1,1,"Above_Normal"
"564",564,"12/24/2014",11,44.96,2014,12,24,2,1,1,"Above_Normal"
"565",565,"12/24/2014",12,44.96,2014,12,24,2,1,1,"Above_Normal"
"566",566,"12/24/2014",13,44.96,2014,12,24,2,1,1,"Above_Normal"
"567",567,"12/24/2014",14,44.96,2014,12,24,2,1,1,"Above_Normal"
"568",568,"12/24/2014",15,44.96,2014,12,24,2,1,1,"Above_Normal"
"569",569,"12/24/2014",16,46.04,2014,12,24,2,1,1,"Above_Normal"
"570",570,"12/24/2014",17,44.78,2014,12,24,2,1,1,"Above_Normal"
"571",571,"12/24/2014",18,46.22,2014,12,24,2,1,1,"Above_Normal"
"572",572,"12/24/2014",19,46.04,2014,12,24,2,1,1,"Above_Normal"
"573",573,"12/24/2014",20,44.78,2014,12,24,2,1,0,"Optimal"
"574",574,"12/24/2014",21,44.78,2014,12,24,2,1,0,"Optimal"
"575",575,"12/24/2014",22,46.04,2014,12,24,2,1,0,"Optimal"
"576",576,"12/24/2014",23,44.96,2014,12,24,2,1,0,"Optimal"
"577",577,"12/25/2014",0,44.78,2014,12,25,3,1,0,"Above_Normal"
"578",578,"12/25/2014",1,44.72,2014,12,25,3,1,0,"Above_Normal"
"579",579,"12/25/2014",2,46.94,2014,12,25,3,1,0,"Above_Normal"
"580",580,"12/25/2014",3,57.92,2014,12,25,3,1,0,"Above_Normal"
"581",581,"12/25/2014",4,58.46,2014,12,25,3,1,0,"Above_Normal"
"582",582,"12/25/2014",5,57.56,2014,12,25,3,1,0,"Above_Normal"
"583",583,"12/25/2014",6,57.56,2014,12,25,3,1,0,"Above_Normal"
"584",584,"12/25/2014",7,55.67,2014,12,25,3,1,1,"Above_Normal"
"585",585,"12/25/2014",8,57.02,2014,12,25,3,1,1,"Above_Normal"
"586",586,"12/25/2014",9,53.96,2014,12,25,3,1,1,"Above_Normal"
"587",587,"12/25/2014",10,51.98,2014,12,25,3,1,1,"Above_Normal"
"588",588,"12/25/2014",11,50,2014,12,25,3,1,1,"Above_Normal"
"589",589,"12/25/2014",12,51.08,2014,12,25,3,1,1,"Above_Normal"
"590",590,"12/25/2014",13,51.08,2014,12,25,3,1,1,"Above_Normal"
"591",591,"12/25/2014",14,50,2014,12,25,3,1,1,"Above_Normal"
"592",592,"12/25/2014",15,48.02,2014,12,25,3,1,1,"Above_Normal"
"593",593,"12/25/2014",16,46.94,2014,12,25,3,1,1,"Above_Normal"
"594",594,"12/25/2014",17,46.94,2014,12,25,3,1,1,"Above_Normal"
"595",595,"12/25/2014",18,46.94,2014,12,25,3,1,1,"Above_Normal"
"596",596,"12/25/2014",19,46.04,2014,12,25,3,1,1,"Above_Normal"
"597",597,"12/25/2014",20,46.04,2014,12,25,3,1,0,"Optimal"
"598",598,"12/25/2014",21,44.96,2014,12,25,3,1,0,"Optimal"
"599",599,"12/25/2014",22,44.96,2014,12,25,3,1,0,"Optimal"
"600",600,"12/25/2014",23,44.06,2014,12,25,3,1,0,"Optimal"
"601",601,"12/26/2014",0,42.98,2014,12,26,4,1,0,"Above_Normal"
"602",602,"12/26/2014",1,42.08,2014,12,26,4,1,0,"Above_Normal"
"603",603,"12/26/2014",2,42.08,2014,12,26,4,1,0,"Above_Normal"
"604",604,"12/26/2014",3,39.92,2014,12,26,4,1,0,"Above_Normal"
"605",605,"12/26/2014",4,41,2014,12,26,4,1,0,"Above_Normal"
"606",606,"12/26/2014",5,37.94,2014,12,26,4,1,0,"Above_Normal"
"607",607,"12/26/2014",6,37.94,2014,12,26,4,1,0,"Above_Normal"
"608",608,"12/26/2014",7,39.02,2014,12,26,4,1,1,"Above_Normal"
"609",609,"12/26/2014",8,42.98,2014,12,26,4,1,1,"Above_Normal"
"610",610,"12/26/2014",9,44.96,2014,12,26,4,1,1,"Above_Normal"
"611",611,"12/26/2014",10,46.04,2014,12,26,4,1,1,"Above_Normal"
"612",612,"12/26/2014",11,46.94,2014,12,26,4,1,1,"Above_Normal"
"613",613,"12/26/2014",12,48.02,2014,12,26,4,1,1,"Above_Normal"
"614",614,"12/26/2014",13,48.92,2014,12,26,4,1,1,"Above_Normal"
"615",615,"12/26/2014",14,48.92,2014,12,26,4,1,1,"Above_Normal"
"616",616,"12/26/2014",15,48.02,2014,12,26,4,1,1,"Above_Normal"
"617",617,"12/26/2014",16,48.02,2014,12,26,4,1,1,"Above_Normal"
"618",618,"12/26/2014",17,46.04,2014,12,26,4,1,1,"Above_Normal"
"619",619,"12/26/2014",18,44.96,2014,12,26,4,1,1,"Above_Normal"
"620",620,"12/26/2014",19,44.06,2014,12,26,4,1,1,"Above_Normal"
"621",621,"12/26/2014",20,42.98,2014,12,26,4,1,0,"Optimal"
"622",622,"12/26/2014",21,42.98,2014,12,26,4,1,0,"Optimal"
"623",623,"12/26/2014",22,42.08,2014,12,26,4,1,0,"Optimal"
"624",624,"12/26/2014",23,41,2014,12,26,4,1,0,"Optimal"
"625",625,"12/27/2014",0,39.92,2014,12,27,5,0,0,"Above_Normal"
"626",626,"12/27/2014",1,39.92,2014,12,27,5,0,0,"Above_Normal"
"627",627,"12/27/2014",2,41,2014,12,27,5,0,0,"Above_Normal"
"628",628,"12/27/2014",3,41,2014,12,27,5,0,0,"Above_Normal"
"629",629,"12/27/2014",4,39.92,2014,12,27,5,0,0,"Above_Normal"
"630",630,"12/27/2014",5,41,2014,12,27,5,0,0,"Above_Normal"
"631",631,"12/27/2014",6,39.92,2014,12,27,5,0,0,"Above_Normal"
"632",632,"12/27/2014",7,41,2014,12,27,5,0,1,"Above_Normal"
"633",633,"12/27/2014",8,42.98,2014,12,27,5,0,1,"Above_Normal"
"634",634,"12/27/2014",9,44.96,2014,12,27,5,0,1,"Above_Normal"
"635",635,"12/27/2014",10,48.02,2014,12,27,5,0,1,"Above_Normal"
"636",636,"12/27/2014",11,50,2014,12,27,5,0,1,"Above_Normal"
"637",637,"12/27/2014",12,51.98,2014,12,27,5,0,1,"Above_Normal"
"638",638,"12/27/2014",13,51.8,2014,12,27,5,0,1,"Above_Normal"
"639",639,"12/27/2014",14,51.98,2014,12,27,5,0,1,"Above_Normal"
"640",640,"12/27/2014",15,50,2014,12,27,5,0,1,"Above_Normal"
"641",641,"12/27/2014",16,48.02,2014,12,27,5,0,1,"Above_Normal"
"642",642,"12/27/2014",17,46.94,2014,12,27,5,0,1,"Above_Normal"
"643",643,"12/27/2014",18,46.04,2014,12,27,5,0,1,"Above_Normal"
"644",644,"12/27/2014",19,44.96,2014,12,27,5,0,1,"Above_Normal"
"645",645,"12/27/2014",20,44.06,2014,12,27,5,0,0,"Optimal"
"646",646,"12/27/2014",21,42.98,2014,12,27,5,0,0,"Optimal"
"647",647,"12/27/2014",22,44.06,2014,12,27,5,0,0,"Optimal"
"648",648,"12/27/2014",23,42.98,2014,12,27,5,0,0,"Optimal"
"649",649,"12/28/2014",0,44.96,2014,12,28,6,0,0,"Above_Normal"
"650",650,"12/28/2014",1,44.96,2014,12,28,6,0,0,"Above_Normal"
"651",651,"12/28/2014",2,44.96,2014,12,28,6,0,0,"Above_Normal"
"652",652,"12/28/2014",3,44.96,2014,12,28,6,0,0,"Above_Normal"
"653",653,"12/28/2014",4,44.96,2014,12,28,6,0,0,"Above_Normal"
"654",654,"12/28/2014",5,44.96,2014,12,28,6,0,0,"Above_Normal"
"655",655,"12/28/2014",6,44.96,2014,12,28,6,0,0,"Above_Normal"
"656",656,"12/28/2014",7,46.04,2014,12,28,6,0,1,"Above_Normal"
"657",657,"12/28/2014",8,46.04,2014,12,28,6,0,1,"Above_Normal"
"658",658,"12/28/2014",9,46.94,2014,12,28,6,0,1,"Above_Normal"
"659",659,"12/28/2014",10,48.02,2014,12,28,6,0,1,"Above_Normal"
"660",660,"12/28/2014",11,48.92,2014,12,28,6,0,1,"Above_Normal"
"661",661,"12/28/2014",12,50,2014,12,28,6,0,1,"Above_Normal"
"662",662,"12/28/2014",13,51.08,2014,12,28,6,0,1,"Above_Normal"
"663",663,"12/28/2014",14,51.98,2014,12,28,6,0,1,"Above_Normal"
"664",664,"12/28/2014",15,48.92,2014,12,28,6,0,1,"Above_Normal"
"665",665,"12/28/2014",16,46.94,2014,12,28,6,0,1,"Above_Normal"
"666",666,"12/28/2014",17,46.94,2014,12,28,6,0,1,"Above_Normal"
"667",667,"12/28/2014",18,46.04,2014,12,28,6,0,1,"Above_Normal"
"668",668,"12/28/2014",19,44.96,2014,12,28,6,0,1,"Above_Normal"
"669",669,"12/28/2014",20,44.06,2014,12,28,6,0,0,"Optimal"
"670",670,"12/28/2014",21,42.08,2014,12,28,6,0,0,"Optimal"
"671",671,"12/28/2014",22,41,2014,12,28,6,0,0,"Optimal"
"672",672,"12/28/2014",23,39.92,2014,12,28,6,0,0,"Optimal"
"673",673,"12/29/2014",0,39.02,2014,12,29,0,1,0,"Above_Normal"
"674",674,"12/29/2014",1,37.94,2014,12,29,0,1,0,"Above_Normal"
"675",675,"12/29/2014",2,37.04,2014,12,29,0,1,0,"Above_Normal"
"676",676,"12/29/2014",3,35.96,2014,12,29,0,1,0,"Above_Normal"
"677",677,"12/29/2014",4,35.96,2014,12,29,0,1,0,"Above_Normal"
"678",678,"12/29/2014",5,35.96,2014,12,29,0,1,0,"Above_Normal"
"679",679,"12/29/2014",6,35.06,2014,12,29,0,1,0,"Above_Normal"
"680",680,"12/29/2014",7,35.06,2014,12,29,0,1,1,"Above_Normal"
"681",681,"12/29/2014",8,35.06,2014,12,29,0,1,1,"Above_Normal"
"682",682,"12/29/2014",9,39.02,2014,12,29,0,1,1,"Above_Normal"
"683",683,"12/29/2014",10,39.92,2014,12,29,0,1,1,"Above_Normal"
"684",684,"12/29/2014",11,41,2014,12,29,0,1,1,"Above_Normal"
"685",685,"12/29/2014",12,39.92,2014,12,29,0,1,1,"Above_Normal"
"686",686,"12/29/2014",13,41,2014,12,29,0,1,1,"Above_Normal"
"687",687,"12/29/2014",14,39.92,2014,12,29,0,1,1,"Above_Normal"
"688",688,"12/29/2014",15,39.92,2014,12,29,0,1,1,"Above_Normal"
"689",689,"12/29/2014",16,39.02,2014,12,29,0,1,1,"Above_Normal"
"690",690,"12/29/2014",17,37.94,2014,12,29,0,1,1,"Above_Normal"
"691",691,"12/29/2014",18,35.06,2014,12,29,0,1,1,"Above_Normal"
"692",692,"12/29/2014",19,33.08,2014,12,29,0,1,1,"Above_Normal"
"693",693,"12/29/2014",20,32,2014,12,29,0,1,0,"Optimal"
"694",694,"12/29/2014",21,30.92,2014,12,29,0,1,0,"Optimal"
"695",695,"12/29/2014",22,30.92,2014,12,29,0,1,0,"Optimal"
"696",696,"12/29/2014",23,30.02,2014,12,29,0,1,0,"Optimal"
"697",697,"12/30/2014",0,28.04,2014,12,30,1,1,0,"Above_Normal"
"698",698,"12/30/2014",1,26.96,2014,12,30,1,1,0,"Above_Normal"
"699",699,"12/30/2014",2,24.98,2014,12,30,1,1,0,"Above_Normal"
"700",700,"12/30/2014",3,24.08,2014,12,30,1,1,0,"Above_Normal"
"701",701,"12/30/2014",4,24.08,2014,12,30,1,1,0,"Above_Normal"
"702",702,"12/30/2014",5,23,2014,12,30,1,1,0,"Above_Normal"
"703",703,"12/30/2014",6,23,2014,12,30,1,1,0,"Above_Normal"
"704",704,"12/30/2014",7,23,2014,12,30,1,1,1,"Above_Normal"
"705",705,"12/30/2014",8,24.08,2014,12,30,1,1,1,"Above_Normal"
"706",706,"12/30/2014",9,24.98,2014,12,30,1,1,1,"Above_Normal"
"707",707,"12/30/2014",10,26.06,2014,12,30,1,1,1,"Above_Normal"
"708",708,"12/30/2014",11,26.96,2014,12,30,1,1,1,"Above_Normal"
"709",709,"12/30/2014",12,28.04,2014,12,30,1,1,1,"Above_Normal"
"710",710,"12/30/2014",13,28.94,2014,12,30,1,1,1,"Above_Normal"
"711",711,"12/30/2014",14,30.02,2014,12,30,1,1,1,"Above_Normal"
"712",712,"12/30/2014",15,28.94,2014,12,30,1,1,1,"Above_Normal"
"713",713,"12/30/2014",16,28.04,2014,12,30,1,1,1,"Above_Normal"
"714",714,"12/30/2014",17,26.96,2014,12,30,1,1,1,"Above_Normal"
"715",715,"12/30/2014",18,26.06,2014,12,30,1,1,1,"Above_Normal"
"716",716,"12/30/2014",19,24.98,2014,12,30,1,1,1,"Above_Normal"
"717",717,"12/30/2014",20,24.98,2014,12,30,1,1,0,"Optimal"
"718",718,"12/30/2014",21,24.08,2014,12,30,1,1,0,"Optimal"
"719",719,"12/30/2014",22,23,2014,12,30,1,1,0,"Optimal"
"720",720,"12/30/2014",23,21.92,2014,12,30,1,1,0,"Optimal"
"721",721,"12/31/2014",0,21.02,2014,12,31,2,1,0,"Above_Normal"
"722",722,"12/31/2014",1,19.94,2014,12,31,2,1,0,"Above_Normal"
"723",723,"12/31/2014",2,19.94,2014,12,31,2,1,0,"Above_Normal"
"724",724,"12/31/2014",3,19.94,2014,12,31,2,1,0,"Above_Normal"
"725",725,"12/31/2014",4,19.94,2014,12,31,2,1,0,"Above_Normal"
"726",726,"12/31/2014",5,19.94,2014,12,31,2,1,0,"Above_Normal"
"727",727,"12/31/2014",6,19.94,2014,12,31,2,1,0,"Above_Normal"
"728",728,"12/31/2014",7,21.02,2014,12,31,2,1,1,"Above_Normal"
"729",729,"12/31/2014",8,24.08,2014,12,31,2,1,1,"Above_Normal"
"730",730,"12/31/2014",9,26.06,2014,12,31,2,1,1,"Above_Normal"
"731",731,"12/31/2014",10,28.04,2014,12,31,2,1,1,"Above_Normal"
"732",732,"12/31/2014",11,28.94,2014,12,31,2,1,1,"Above_Normal"
"733",733,"12/31/2014",12,28.94,2014,12,31,2,1,1,"Above_Normal"
"734",734,"12/31/2014",13,28.94,2014,12,31,2,1,1,"Above_Normal"
"735",735,"12/31/2014",14,28.94,2014,12,31,2,1,1,"Above_Normal"
"736",736,"12/31/2014",15,28.04,2014,12,31,2,1,1,"Above_Normal"
"737",737,"12/31/2014",16,26.96,2014,12,31,2,1,1,"Above_Normal"
"738",738,"12/31/2014",17,26.06,2014,12,31,2,1,1,"Above_Normal"
"739",739,"12/31/2014",18,26.06,2014,12,31,2,1,1,"Above_Normal"
"740",740,"12/31/2014",19,24.98,2014,12,31,2,1,1,"Above_Normal"
"741",741,"12/31/2014",20,24.98,2014,12,31,2,1,0,"Optimal"
"742",742,"12/31/2014",21,23,2014,12,31,2,1,0,"Optimal"
"743",743,"12/31/2014",22,21.92,2014,12,31,2,1,0,"Optimal"
"744",744,"12/31/2014",23,21.92,2014,12,31,2,1,0,"Optimal"
